Language,Comment,SourceCode,Issue Type,Code Fix
Java,set working directory,"    public void setWorkingDirectory(String path) {
        if (path != null) {
            File dir = new File(path);
            checkWorkingDir(dir);
            workingDir = dir;
        } else {
            workingDir = null;
        }
    }",Código em Conformidade,"public void setWorkingDirectory(String path) {
    try {
        if (path != null) {
            File dir = new File(path);
            checkWorkingDir(dir);
            workingDir = dir;
        } else {
            workingDir = null;
        }
    } catch (Exception e) {
        System.err.println(""Error setting working directory: "" + e.getMessage());
    }
}"
Java,string to date,"    public static String dateToString(Date d) {
        return d == null ? null : new SimpleDateFormat(DATE_FORMAT).format(d);  // TODO: use an Instant
    }",Código em Conformidade,"```java
import java.time.Instant;
import java.time.format.DateTimeParseException;

public static Instant stringToInstant(String s) {
    try {
        return s == null ? null : Instant.parse(s);
    } catch (DateTimeParseException e) {
        System.err.println(""Invalid format"");
        return null;
    }
}
```"
Java,how to read .csv file in an efficient way?,"   public void readExternal(ObjectInput in) throws IOException, ClassNotFoundException
   {
      orderNumber = in.readInt();

      // read canonical file path
      int size = in.readInt();
      if (size > 0)
      {
         byte[] buf = new byte[size];
         in.readFully(buf);

         File f = new File(new String(buf, ""UTF-8""));
         // validate if exists
         if (PrivilegedFileHelper.exists(f))
         {
            file = f;
         }
         else
         {
            file = null;
         }
      }
      else
      {
         // should not occurs but since we have a way to recover, it should not be
         // an issue
         file = null;
      }
   }",Código em Conformidade,"```
import com.opencsv.CSVReader;
import java.io.FileReader;
import java.io.IOException;

public class ReadCSV {
   public void readCSVFile(String filePath) {
      try {
         CSVReader reader = new CSVReader(new FileReader(filePath));
         String[] line;
         while ((line = reader.readNext()) != null) {
            for (String field : line) {
               System.out.println(field);
            }
         }
         reader.close();
      } catch (IOException e) {
         e.printStackTrace();
      }
   }
}
```

```
<dependency>
    <groupId>com.opencsv</groupId>
    <artifactId>opencsv</artifactId>
    <version>5.0</version>
</dependency>
```

```
import java.io.BufferedReader;
import java.io.FileReader;
import java.io.IOException;

public class ReadCSV {
   public void readCSVFile(String filePath) {
      String line = """";
      String cvsSplitBy = "","";

      try (BufferedReader br = new BufferedReader(new FileReader(filePath))) {
         while ((line = br.readLine()) != null) {
            String[] fields = line.split(cvsSplitBy);

            for (String field : fields) {
               System.out.println(field);
            }
         }
      } catch (IOException e) {
         e.printStackTrace();
      }
   }
}
```"
Java,how to determine a string is a valid word,"    private static boolean isValidIp4Word(String word) {
        char c;
        if (word.length() < 1 || word.length() > 3) {
            return false;
        }
        for (int i = 0; i < word.length(); i++) {
            c = word.charAt(i);
            if (!(c >= '0' && c <= '9')) {
                return false;
            }
        }
        return Integer.parseInt(word) <= 255;
    }",Código em Conformidade,"```java
private static boolean isValidIpOctet(String octet) {
    char c;
    if (octet.length() < 1 || octet.length() > 3) {
        return false;
    }
    for (int i = 0; i < octet.length(); i++) {
        c = octet.charAt(i);
        if (!(c >= '0' && c <= '9')) {
            return false;
        }
    }
    return Integer.parseInt(octet) <= 255;
}
```"
Java,how to get current date,"    @Override
    public Date get()
    {
        String current = supplier.get();
        if ( current != null )
        {
            Date newDate = parseDate(current);
            if ( newDate != null )
            {
                return newDate;
            }
        }
        return defaultValue;
    }",Código em Conformidade,"```java
import java.util.Date;
  
public Date getCurrentDate() {
    Date date = new Date();
    return date;
}
```"
Java,get the description of a http status code,"   public static String getStatusDescription(int status)
   {
      String description = """";

      Integer statusKey = new Integer(status);
      if (statusDescriptions.containsKey(statusKey))
      {
         description = statusDescriptions.get(statusKey);
      }

      return String.format(""%s %d %s"", WebDavConst.HTTPVER, status, description);
   }",Código em Conformidade,"```
public static Map<Integer, String> statusDescriptions = new HashMap<>();

public static String getStatusDescription(int status)
{
   String description = """";

   if (statusDescriptions.containsKey(status))
   {
      description = statusDescriptions.get(status);
   }

   return String.format(""%s %d %s"", WebDavConst.HTTPVER, status, description);
}
```"
Java,string similarity levenshtein,"	public int getCoverage1(){
		if ( myResultsSimilarity1 < 0 ) {
			int distance = ca1Length + ca2Length - 2 * getNrEQR();

			int similarity = (ca1Length + ca2Length - distance ) / 2;

			myResultsSimilarity1 = Math.round(similarity /(float) ca1Length * 100);
		}
		return myResultsSimilarity1;
	}",Código em Conformidade,"```java
public int levenshteinDistance(String s1, String s2) {
    int[][] dp = new int[s1.length() + 1][s2.length() + 1];

    for (int i = 0; i <= s1.length(); i++) {
        for (int j = 0; j <= s2.length(); j++) {
            if (i == 0) {
                dp[i][j] = j;
            } 
            else if (j == 0) {
                dp[i][j] = i;
            } 
            else {
                dp[i][j] = min(dp[i - 1][j - 1] 
                 + costOfSubstitution(s1.charAt(i - 1), s2.charAt(j - 1)), 
                  dp[i - 1][j] + 1, 
                  dp[i][j - 1] + 1);
            }
        }
    }

    return dp[s1.length()][s2.length()];
}

public int costOfSubstitution(char a, char b) {
    return a == b ? 0 : 1;
}

public int min(int... numbers) {
    return Arrays.stream(numbers)
      .min().orElse(Integer.MAX_VALUE);
}
```"
Java,linear regression,"    @Override
    public double regress(DataPoint data)
    {
        Vec x = feedForward(data.getNumericalValues());
        
        double val = x.get(0);
        
        val = (val - f.min()-targetBump)/targetMultiplier+targetMin;
        
        return val;
    }",Código em Conformidade,"```java
@Override
public double regress(DataPoint data) {
    Vec x;
    try {
        x = feedForward(data.getNumericalValues());
    } catch (Exception e) {
        e.printStackTrace();
        return Double.NaN;
    }
    
    double val = x.get(0);
    
    try {
        val = (val - f.min() - targetBump) / targetMultiplier + targetMin;
    } catch (Exception e) {
        e.printStackTrace();
        return Double.NaN;
    }
    
    return val;
}
```"
Java,fuzzy match ranking,"    private VariantGraphRanking rankTheGraph(List<List<Match>> phraseMatches, VariantGraph base) {
        // rank the variant graph
        Set<VariantGraph.Vertex> matchedVertices = new HashSet<>();
        for (List<Match> phraseMatch : phraseMatches) {
            matchedVertices.add(phraseMatch.get(0).vertex);
        }
        final VariantGraphRanking ranking = VariantGraphRanking.ofOnlyCertainVertices(base, matchedVertices);
        return ranking;
    }",Código em Conformidade,"```java
private VariantGraphRanking rankTheGraph(List<List<Match>> phraseMatches, VariantGraph base) {
    Set<VariantGraph.Vertex> matchedVertices = new HashSet<>();
    for (List<Match> phraseMatch : phraseMatches) {
        matchedVertices.add(phraseMatch.get(0).vertex);
    }
    final VariantGraphRanking ranking = VariantGraphRanking.ofOnlyCertainVertices(base, matchedVertices);
    return ranking;
}
```"
Java,hash set for counting distinct elements,"    @Override
    public Collator<Map.Entry<Integer, Set<DistinctType>>, Set<DistinctType>> getCollator() {
        return new Collator<Map.Entry<Integer, Set<DistinctType>>, Set<DistinctType>>() {

            @Override
            public Set<DistinctType> collate(Iterable<Map.Entry<Integer, Set<DistinctType>>> values) {
                Set<DistinctType> distinctValues = new HashSet<DistinctType>();
                for (Map.Entry<Integer, Set<DistinctType>> value : values) {
                    distinctValues.addAll(value.getValue());
                }
                return distinctValues;
            }
        };
    }",Bug Crítico,"```java
@Override
public Collator<Map.Entry<Integer, Set<DistinctType>>, Set<DistinctType>> getCollator() {
    return new Collator<Map.Entry<Integer, Set<DistinctType>>, Set<DistinctType>>() {

        @Override
        public Set<DistinctType> collate(Iterable<Map.Entry<Integer, Set<DistinctType>>> values) {
            Set<DistinctType> distinctValues = new HashSet<DistinctType>();
            
            for (Map.Entry<Integer, Set<DistinctType>> value : values) {
                distinctValues.addAll(value.getValue());
            }
            
            return distinctValues;
        }
    };
}
```"
Java,copying a file to a path,"	void copyFile(boolean deletesrc, byte[]src, byte[] dst, CopyOption... options)
        throws IOException
    {
		checkWritable();
        if (Arrays.equals(src, dst))
            return;    // do nothing, src and dst are the same

        beginWrite();
        try {
            ensureOpen();
            org.apache.hadoop.fs.Path eSrc_path = new HadoopPath(this, src).getRawResolvedPath();
            FileStatus eSrc = this.fs.getFileStatus(eSrc_path);
            if (!this.fs.exists(eSrc_path))
                throw new NoSuchFileException(getString(src));
            if (eSrc.isDirectory()) {    // specification says to create dst directory
                createDirectory(dst);
                return;
            }
            boolean hasReplace = false;
            boolean hasCopyAttrs = false;
            for (CopyOption opt : options) {
                if (opt == REPLACE_EXISTING)
                    hasReplace = true;
                else if (opt == COPY_ATTRIBUTES)
                    hasCopyAttrs = true;
            }
            org.apache.hadoop.fs.Path eDst_path = new HadoopPath(this, dst).getRawResolvedPath();
//            FileStatus eDst = this.fs.getFileStatus(eDst_path); //if eDst_path not exist, it will throw an error
    
            if (fs.exists(eDst_path)) {
                if (!hasReplace)
                    throw new FileAlreadyExistsException(getString(dst));

                if(!fs.delete(eDst_path, false)) {
                	throw new AccessDeniedException(""cannot delete hdfs file "" + getString(dst));
                }
            } else {
                //checkParents(dst);
            }
            
            //Simply use FileUtil.copy here. Can we use DistCp for very big files here? zongjie@novelbio.com
            boolean isCanDeleteSourceFile = FileUtil.copy(fs, eSrc_path, fs, eDst_path, deletesrc, fs.getConf());
            if (!isCanDeleteSourceFile) {
            	throw new AccessDeniedException(""cannot delete source file "" + eSrc_path.toString());
            }
            
//            org.apache.hadoop.fs.Path[] srcs = new org.apache.hadoop.fs.Path[] {eSrc_path};
//			this.fs.concat(eDst_path, srcs);
            
            /*
            Entry u = new Entry(eSrc, Entry.COPY);    // copy eSrc entry
            u.name(dst);                              // change name
            if (eSrc.type == Entry.NEW || eSrc.type == Entry.FILECH)
            {
                u.type = eSrc.type;    // make it the same type
                if (!deletesrc) {      // if it's not ""rename"", just take the data
                    if (eSrc.bytes != null)
                        u.bytes = Arrays.copyOf(eSrc.bytes, eSrc.bytes.length);
                    else if (eSrc.file != null) {
                        u.file = getTempPathForEntry(null);
                        Files.copy(eSrc.file, u.file, REPLACE_EXISTING);
                    }
                }
            }
            if (!hasCopyAttrs)
                u.mtime = u.atime= u.ctime = System.currentTimeMillis();
            update(u);
            if (deletesrc)
                updateDelete(eSrc);*/
        } finally {
            endWrite();
        }
    }",Bug Crítico,"```java
void copyFile(boolean deletesrc, byte[]src, byte[] dst, CopyOption... options) throws IOException {
    checkWritable();
    if (Arrays.equals(src, dst))
        return;

    beginWrite();
    try {
        ensureOpen();
        org.apache.hadoop.fs.Path eSrc_path = new HadoopPath(this, src).getRawResolvedPath();
        FileStatus eSrc = this.fs.getFileStatus(eSrc_path);
        if (!this.fs.exists(eSrc_path))
            throw new NoSuchFileException(getString(src));
        if (eSrc.isDirectory()) {
            createDirectory(dst);
            return;
        }
        boolean hasReplace = false;
        boolean hasCopyAttrs = false;
        for (CopyOption opt : options) {
            if (opt == REPLACE_EXISTING)
                hasReplace = true;
            else if (opt == COPY_ATTRIBUTES)
                hasCopyAttrs = true;
        }
        org.apache.hadoop.fs.Path eDst_path = new HadoopPath(this, dst).getRawResolvedPath();
        if (fs.exists(eDst_path)) {
            if (!hasReplace)
                throw new FileAlreadyExistsException(getString(dst));

            if(!fs.delete(eDst_path, false)) {
                throw new AccessDeniedException(""cannot delete hdfs file "" + getString(dst));
            }
        } else {
            checkParents(dst);
        }
        boolean isCanDeleteSourceFile = FileUtil.copy(fs, eSrc_path, fs, eDst_path, deletesrc, fs.getConf());
        if (!isCanDeleteSourceFile) {
            throw new AccessDeniedException(""cannot delete source file "" + eSrc_path.toString());
        }
    } finally {
        endWrite();
    }
}
```"
