Language,Comment,SourceCode
Java,map to json,"    private static Json.JObject toObject(Map<String, Value> object) {
        Map<String, Json.JValue> map = new LinkedHashMap<>();
        object.forEach((k, v) -> map.put(k, v.asJson()));
        return Json.jObject(map);
    }"
Java,how to read the contents of a .gz compressed file?,"    private File extract(File compressedFile)
            throws IOException, InterruptedException {
        String fileName = compressedFile.getName().toLowerCase();

        boolean extractFile = !fileName.endsWith(""exe"")
                && !fileName.endsWith(""jar"");
        if (extractFile) {
            log.info(""Extracting binary from compressed file {}"", fileName);
        }
        if (fileName.endsWith(""tar.bz2"")) {
            unBZip2(compressedFile);
        } else if (fileName.endsWith(""tar.gz"")) {
            unTarGz(compressedFile);
        } else if (fileName.endsWith(""gz"")) {
            unGzip(compressedFile);
        } else if (fileName.endsWith(""msi"")) {
            extractMsi(compressedFile);
        } else if (fileName.endsWith(""zip"")) {
            unZip(compressedFile);
        }

        if (extractFile) {
            deleteFile(compressedFile);
        }

        File result = WebDriverManager.getInstance(driverManagerType)
                .postDownload(compressedFile).getAbsoluteFile();
        log.trace(""Resulting binary file {}"", result);

        return result;
    }"
Java,how to extract zip file recursively,"    private void extractOneFromZip(File srcFile, String entryName, File dstFile)
            throws IOException {

        try (ZipFile zipFile = new ZipFile(srcFile)) {
            Enumeration<? extends ZipEntry> enu = zipFile.entries();

            while (enu.hasMoreElements()) {
                ZipEntry zipEntry = enu.nextElement();

                if (zipEntry.getName().equals(entryName)) {

                    File parentDir = dstFile.getParentFile();
                    if (!parentDir.exists()) {
                        parentDir.mkdirs();
                    }

                    try (InputStream is = zipFile.getInputStream(zipEntry)) {
                        Files.copy(is, dstFile.toPath());
                    }
                }

            }
        }
    }"
Java,normal distribution,"  public static <E> Distribution<E> getDistributionFromPartiallySpecifiedCounter(Counter<E> c, int numKeys){
    Distribution<E> d;
    double total = c.totalCount();
    if (total >= 1.0){
      d = getDistribution(c);
      d.numberOfKeys = numKeys;
    } else {
      d = new Distribution<E>();
      d.numberOfKeys = numKeys;
      d.counter = c;
      d.reservedMass = 1.0 - total;
    }
    return d;
  }"
Java,scatter plot,"    public static PlotCanvas plot(String id, double[][] data, int[] y, char[] legend, Color[] palette) {
        if (data[0].length != 2 && data[0].length != 3) {
            throw new IllegalArgumentException(""Invalid data dimension: "" + data[0].length);
        }

        double[] lowerBound = Math.colMin(data);
        double[] upperBound = Math.colMax(data);
        PlotCanvas canvas = new PlotCanvas(lowerBound, upperBound);

        ScatterPlot plot = new ScatterPlot(data, y, legend, palette);
        plot.setID(id);
        canvas.add(plot);

        return canvas;
    }"
Java,encode url,"    private String urlEncode(String s) throws UnsupportedEncodingException {
        return URLEncoder.encode(s, String.valueOf(StandardCharsets.UTF_8));
    }"
Java,read properties file,"  public static Properties readPropertiesFromFile(File file)
      throws IOException {
    try (FileInputStream fis = new FileInputStream(file)) {
      Properties prop = new Properties();
      prop.load(fis);
      return prop;
    }
  }"
Java,aes encryption,"	private byte[] aesDecrypt(byte[] encryptionKey, byte[] iv, byte[] encryptedMessage)
			throws NoSuchAlgorithmException, NoSuchPaddingException, InvalidKeyException,
			InvalidAlgorithmParameterException, IllegalBlockSizeException, BadPaddingException {

		Cipher cipher = Cipher.getInstance(AES_CFB_NO_PADDING_ALGORITHM);
		cipher.init(Cipher.DECRYPT_MODE, new SecretKeySpec(encryptionKey, SYMMETRIC_KEY_TYPE), new IvParameterSpec(iv));
		return cipher.doFinal(encryptedMessage);

	}"
Java,nelder mead optimize,
Java,how to extract zip file recursively,"    public static void extractZip(File file) throws FileNotFoundException, IOException {
        final String originalPath = file.getPath();
        final File zip = new File(originalPath + "".zip"");
        if (zip.isFile() && !zip.delete()) {
            LOGGER.debug(""Failed to delete initial temporary file when extracting 'zip' {}"", zip.toString());
            zip.deleteOnExit();
        }
        if (!file.renameTo(zip)) {
            throw new IOException(""Unable to rename '"" + file.getPath() + ""'"");
        }
        final File newFile = new File(originalPath);
        try (FileInputStream fis = new FileInputStream(zip);
                ZipInputStream cin = new ZipInputStream(fis);
                FileOutputStream out = new FileOutputStream(newFile)) {
            cin.getNextEntry();
            IOUtils.copy(cin, out);
        } finally {
            if (zip.isFile() && !org.apache.commons.io.FileUtils.deleteQuietly(zip)) {
                LOGGER.debug(""Failed to delete temporary file when extracting 'zip' {}"", zip.toString());
                zip.deleteOnExit();
            }
        }
    }"
Java,deducting the median from each column,"    public SQLBuilder except(final Collection<String> columnNames) {
        op = OperationType.QUERY;

        this.columnNames = null;
        this.columnNameList = columnNames;
        this.columnAliases = null;

        sb.append(_SPACE_EXCEPT_SPACE);

        return this;
    }"
Java,write csv,"    @SuppressWarnings(""Duplicates"")
    public static void main(String[] args) {
        // init logging
        PropertyConfigurator.configure(
                IdxWritingExample.class.getResource(PACKAGE + ""/log4j.properties""));

        // create some CSV records
        List<IdxRecord> records = new ArrayList<>();
        records.add(createRecord());
        records.add(createRecord());
        records.add(createRecord());
        records.add(createRecord());

        // write CSV records into a java.io.File
        try {
            write(records, File.createTempFile(""output-"", "".csv""));
        } catch (IOException ex) {
            LOGGER.error(""Can't create temporary file!"");
            LOGGER.error(""> "" + ex.getLocalizedMessage(), ex);
            System.exit(1);
        }

        // write CSV records into a java.io.OutputStream
        write(records, new NullOutputStream());

        // write CSV records into a java.io.Writer
        write(records, new NullWriter());

        // write CSV records into a string and send it to the console
        writeToConsole(records);
    }"
Java,how to get database table name,"	public static ArrayList<String> getColumnNames(SQLiteDatabase db, String table) {
		return readStrings(db, ""PRAGMA table_info("" + table + "")"", 1);
	}"
Java,how to reverse a string,"    public static String reverse(final String str) {
        if (str == null) {
            return null;
        }
        return new StringBuilder(str).reverse().toString();
    }"
Java,filter array,"    public static Filter and(Filter... filter) {
        if (filter.length == 1) return filter[0];
        AndFilter result = new AndFilter();
        for (int i = 0; i < filter.length; i++) {
            result.and(filter[i]);
        }
        return result;
    }"
Java,converting uint8 array to image,"	@Override
	public void setLegendImageServiceUrl(String legendImageServiceUrlAsString) {
		this.image = null; // remove the cached image
		this.legendImageServiceUrl = null; // Clear the cached value

		URL absoluteUrl = null;

		if (!legendImageServiceUrlAsString.startsWith(""http:"") && !legendImageServiceUrlAsString.startsWith(""https:"")) {

			try {
				String baseUrlAsString = dispatcherUrlService.getLocalDispatcherUrl();
				log.debug(""BaseURL: {}"", baseUrlAsString);
				URL baseUrl = new URL(baseUrlAsString);
				absoluteUrl = new URL(baseUrl, ""../"" + legendImageServiceUrlAsString);
				log.debug(""AbsoluteUrl: {}"", absoluteUrl);
			} catch (MalformedURLException e) {
				// Should never happen...
				log.error(""Error converting URL "" + legendImageServiceUrlAsString + "" to absolute URL"", e);
				e.printStackTrace();
			}
		} else {
			try {
				absoluteUrl = new URL(legendImageServiceUrlAsString);
			} catch (MalformedURLException e) {
				// Should never happen...
				log.error(""Error converting URL "" + legendImageServiceUrlAsString + "" to absolute URL"", e);
			}
		}
		this.legendImageServiceUrlAsString = absoluteUrl.toExternalForm();
	}"
Java,randomly extract x items from a list,"	public List<Point2D3D> createObservations( Se3_F64 worldToCamera , int total ) {

		Se3_F64 cameraToWorld = worldToCamera.invert(null);

		// transform from pixel coordinates to normalized pixel coordinates, which removes lens distortion
		Point2Transform2_F64 pixelToNorm = LensDistortionFactory.narrow(intrinsic).undistort_F64(true,false);

		List<Point2D3D> observations = new ArrayList<>();

		Point2D_F64 norm = new Point2D_F64();
		for (int i = 0; i < total; i++) {
			// randomly pixel a point inside the image
			double x = rand.nextDouble()*intrinsic.width;
			double y = rand.nextDouble()*intrinsic.height;

			// Convert to normalized image coordinates because that's what PNP needs.
			// it can't process pixel coordinates
			pixelToNorm.compute(x,y,norm);

			// Randomly pick a depth and compute 3D coordinate
			double Z = rand.nextDouble()+4;
			double X = norm.x*Z;
			double Y = norm.y*Z;

			// Change the point's reference frame from camera to world
			Point3D_F64 cameraPt = new Point3D_F64(X,Y,Z);
			Point3D_F64 worldPt = new Point3D_F64();

			SePointOps_F64.transform(cameraToWorld,cameraPt,worldPt);

			// Save the perfect noise free observation
			Point2D3D o = new Point2D3D();
			o.getLocation().set(worldPt);
			o.getObservation().set(norm.x,norm.y);

			observations.add(o);
		}

		return observations;
	}"
